EXTERNAL ID,Item,Item ID,Party Name,Vendor ID,Invoice #,Length,Invoice Date,Amount,Memo,Subsidiary Id,Subsidiary,Account
OPENVENBILL_10139,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10139,15,06/05/2025,624,ICB/009188/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10140,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10140,15,06/05/2025,3760,ICB/009254/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10141,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10141,15,06/05/2025,3760,ICB/009255/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10142,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10142,15,06/05/2025,42,ICB/009256/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10143,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10143,15,06/05/2025,42,ICB/009256/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10144,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10144,15,06/05/2025,41,ICB/009256/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10145,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10145,15,06/05/2025,42,ICB/009257/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10146,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10146,15,06/05/2025,41,ICB/009257/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10147,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10147,15,06/05/2025,42,ICB/009257/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10148,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10148,15,06/05/2025,147,ICB/009258/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10149,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10149,15,06/05/2025,146.61,ICB/009258/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10150,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10150,15,06/05/2025,63,ICB/009259/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10151,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10151,15,06/05/2025,62,ICB/009259/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10152,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10152,15,06/10/2025,978,ICB/009260/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10153,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10153,15,06/10/2025,978,ICB/009260/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10154,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10154,15,06/10/2025,978,ICB/009260/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10155,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10155,15,06/10/2025,978,ICB/009260/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10156,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10156,15,06/10/2025,977.92,ICB/009260/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10157,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10157,15,06/10/2025,977,ICB/009260/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10158,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10158,15,06/17/2025,125,ICB/009947/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10159,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10159,15,06/24/2025,125,ICB/010420/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10160,Freight,40392,Ocean Network Express (North America) Inc.,183,BILL_10160,9,12/06/2024,330,USN323264--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10161,Freight,40392,Paycargo,191,BILL_10161,8,06/02/2025,51.5,25040097--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10162,freight,40392,STGLogi,1948,BILL_10162,10,11/01/2024,50,1101363409--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10163,freight,40392,STGLogi,1948,BILL_10163,10,11/01/2024,50,1101363409--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10164,freight,40392,"Sunteck Transport Co., LLC",233,BILL_10164,8,01/14/2025,2575,14298381--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10165,freight,40392,"Sunteck Transport Co., LLC",233,BILL_10165,8,01/14/2025,2575,14298381--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10166,freight,40392,"Sunteck Transport Co., LLC",233,BILL_10166,13,01/31/2025,68,100000384743M--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10167,freight,40392,"Sunteck Transport Co., LLC",233,BILL_10167,8,04/04/2025,668.5,14544120--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10168,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10168,9,02/03/2025,217.3,0614834-1--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10169,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10169,9,02/10/2025,513,0616589-9--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10170,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10170,9,02/13/2025,363.08,0614835-8--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10171,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10171,9,02/25/2025,130.95,0587014-8--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10172,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10172,9,02/28/2025,135.34,0587016-3--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10173,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10173,9,02/28/2025,139.7,0587015-5--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10174,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10174,9,02/28/2025,140,0587015-5--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10175,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10175,9,03/07/2025,78.08,0587023-9--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10176,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10176,9,03/10/2025,513,0616589-9--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10177,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10177,9,03/10/2025,513,0616589-9--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10178,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10178,9,03/10/2025,512.66,0616589-9--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10179,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10179,9,03/11/2025,815,0616587-3--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10180,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10180,9,03/11/2025,815,0616587-3--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10181,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10181,9,03/11/2025,815,0616587-3--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10182,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10182,9,03/11/2025,815.63,0616587-3--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10183,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10183,13,04/30/2025,2599.95,EKH-1006587-1--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10184,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10184,9,06/16/2025,4529,0624426-4--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10185,freight,40392,U.S. CUSTOMS AND BORDER PROTECTION,253,BILL_10185,9,06/16/2025,4528.02,0624426-4--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10186,Freight,40392,United Cargo Express S.L.,259,BILL_10186,6,01/01/2025,149.04,142055--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10187,Freight,40392,United Cargo Express S.L.,259,BILL_10187,6,02/28/2025,1783.09,142361--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10188,Freight,40392,United Cargo Express S.L.,259,BILL_10188,6,03/31/2025,858.52,142500--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10189,Freight,40392,United Cargo Express S.L.,259,BILL_10189,6,04/30/2025,190.4,142654--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10190,Freight,40392,United Cargo Express S.L.,259,BILL_10190,6,05/31/2025,106.56,142812--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10191,Freight,40392,United Cargo Express S.L.,259,BILL_10191,6,06/30/2025,227.03,142963--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10192,freight,40392,All America Forwarding Inc,2053,BILL_10192,8,03/06/2025,487.5,IN-21463--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10193,freight,40392,All America Forwarding Inc,2053,BILL_10193,8,03/06/2025,487,IN-21463--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
