103.5,,A40001 - Sales Income (New),31-07-2025,38623,Trylon LLC/ RJ Construction LTD,July 25 Product revenue in SPS,,"$4,720.00"
104,A11001 - Accounts Receivable (New),,31-07-2025,38724,Ascent hospitality Townplace Suites Fairburn IN,July 25 Product revenue in SPS,$0.00,
104.5,,A40001 - Sales Income (New),31-07-2025,38724,Ascent hospitality Townplace Suites Fairburn IN,July 25 Product revenue in SPS,,$0.00
105,A11001 - Accounts Receivable (New),,01-07-2025,37579/3,Fairfield Townplace East Hartford,July 25 Service revenue in SPS,"$33,690.51 ",
105.5,,A40007 - Service Income (New),01-07-2025,37579/3,Fairfield Townplace East Hartford,July 25 Service revenue in SPS,,"$33,690.51 "
106,A11001 - Accounts Receivable (New),,30-07-2025,36570,Prince Preferred Hotels,July 25 Product revenue in SPS,"$16,950.00 ",
106.5,,A40007 - Service Income (New),30-07-2025,36570,Prince Preferred Hotels,July 25 Product revenue in SPS,,"$16,950.00 "
107,A11001 - Accounts Receivable (New),,30-07-2025,36581,Prince Preferred Hotels,July 25 Product revenue in SPS,"$2,850.00 ",
107.5,,A40007 - Service Income (New),30-07-2025,36581,Prince Preferred Hotels,July 25 Product revenue in SPS,,"$2,850.00 "
108,A11001 - Accounts Receivable (New),,31-07-2025,35760/7,"La Quinta Hawthorn - Miamisburg, OH",July 25 Product revenue in SPS,"$5,492.40 ",
108.5,,A40007 - Service Income (New),31-07-2025,35760/7,"La Quinta Hawthorn - Miamisburg, OH",July 25 Product revenue in SPS,,"$5,492.40 "
109,A11001 - Accounts Receivable (New),,31-07-2025,36729,"ELEMENT FORTSMITH, ARKANSAS",July 25 Product revenue in SPS,"$8,600.00 ",
109.5,,A40007 - Service Income (New),31-07-2025,36729,"ELEMENT FORTSMITH, ARKANSAS",July 25 Product revenue in SPS,,"$8,600.00 "
110,A11001 - Accounts Receivable (New),,01-07-2025,33555,La Quinta Inn & Suites- Seatac Airport- Seattle WA,July 25 Freight revenue in SPS,"$3,894.22 ",
110.5,,A40006 - Delivery Income (New),01-07-2025,33555,La Quinta Inn & Suites- Seatac Airport- Seattle WA,July 25 Freight revenue in SPS,,"$3,894.22 "
111,A11001 - Accounts Receivable (New),,01-07-2025,35518,Hampton Downtown Montgomery,July 25 Freight revenue in SPS,"$3,631.49 ",
111.5,,A40006 - Delivery Income (New),01-07-2025,35518,Hampton Downtown Montgomery,July 25 Freight revenue in SPS,,"$3,631.49 "
112,A11001 - Accounts Receivable (New),,01-07-2025,36221,CANDLEWOOD EASTRIDGE TN,July 25 Freight revenue in SPS,$0.00 ,
112.5,,A40006 - Delivery Income (New),01-07-2025,36221,CANDLEWOOD EASTRIDGE TN,July 25 Freight revenue in SPS,,$0.00 
113,A11001 - Accounts Receivable (New),,01-07-2025,37959/2,Monsoon Flower LLC,July 25 Freight revenue in SPS,"$2,080.08 ",
113.5,,A40006 - Delivery Income (New),01-07-2025,37959/2,Monsoon Flower LLC,July 25 Freight revenue in SPS,,"$2,080.08 "
114,A11001 - Accounts Receivable (New),,01-07-2025,38130,"Pitt-Cran Hospitality, LLC/ Wingate Cranberry",July 25 Freight revenue in SPS,$221.95 ,
114.5,,A40006 - Delivery Income (New),01-07-2025,38130,"Pitt-Cran Hospitality, LLC/ Wingate Cranberry",July 25 Freight revenue in SPS,,$221.95 
115,A11001 - Accounts Receivable (New),,08-07-2025,38187,LQ Hawthorne Leavenworth,July 25 Freight revenue in SPS,$872.80 ,
115.5,,A40006 - Delivery Income (New),08-07-2025,38187,LQ Hawthorne Leavenworth,July 25 Freight revenue in SPS,,$872.80 
116,A11001 - Accounts Receivable (New),,08-07-2025,38196,LQ Hawthorne Leavenworth,July 25 Freight revenue in SPS,"$1,896.10 ",
116.5,,A40006 - Delivery Income (New),08-07-2025,38196,LQ Hawthorne Leavenworth,July 25 Freight revenue in SPS,,"$1,896.10 "
117,A11001 - Accounts Receivable (New),,08-07-2025,38396,Auburn Hospitality Group,July 25 Freight revenue in SPS,$102.17 ,
117.5,,A40006 - Delivery Income (New),08-07-2025,38396,Auburn Hospitality Group,July 25 Freight revenue in SPS,,$102.17 
118,A11001 - Accounts Receivable (New),,14-07-2025,36580/2,Prince Preferred Hotels,July 25 Freight revenue in SPS,"$2,369.63 ",
118.5,,A40006 - Delivery Income (New),14-07-2025,36580/2,Prince Preferred Hotels,July 25 Freight revenue in SPS,,"$2,369.63 "
119,A11001 - Accounts Receivable (New),,14-07-2025,36582/2,Prince Preferred Hotels,July 25 Freight revenue in SPS,"$4,586.59 ",
119.5,,A40006 - Delivery Income (New),14-07-2025,36582/2,Prince Preferred Hotels,July 25 Freight revenue in SPS,,"$4,586.59 "
120,A11001 - Accounts Receivable (New),,18-07-2025,38213/6,Hampton Inn Nashville,July 25 Freight revenue in SPS,"$47,554.70 ",
120.5,,A40006 - Delivery Income (New),18-07-2025,38213/6,Hampton Inn Nashville,July 25 Freight revenue in SPS,,"$47,554.70 "
121,A11001 - Accounts Receivable (New),,25-07-2025,38301/3,Chesterfield Hospitality Inc.,July 25 Freight revenue in SPS,"$4,629.84 ",
121.5,,A40006 - Delivery Income (New),25-07-2025,38301/3,Chesterfield Hospitality Inc.,July 25 Freight revenue in SPS,,"$4,629.84 "
122,A11001 - Accounts Receivable (New),,25-07-2025,38304/2,Chesterfield Hospitality Inc.,July 25 Freight revenue in SPS,$523.51 ,
122.5,,A40006 - Delivery Income (New),25-07-2025,38304/2,Chesterfield Hospitality Inc.,July 25 Freight revenue in SPS,,$523.51 
123,A11001 - Accounts Receivable (New),,25-07-2025,38332,"Residence Inn Pearland, TX",July 25 Freight revenue in SPS,"$1,408.92 ",
123.5,,A40006 - Delivery Income (New),25-07-2025,38332,"Residence Inn Pearland, TX",July 25 Freight revenue in SPS,,"$1,408.92 "
124,A11001 - Accounts Receivable (New),,30-07-2025,36570,Prince Preferred Hotels,July 25 Freight revenue in SPS,"$3,205.43 ",
124.5,,A40006 - Delivery Income (New),30-07-2025,36570,Prince Preferred Hotels,July 25 Freight revenue in SPS,,"$3,205.43 "
125,A11001 - Accounts Receivable (New),,30-07-2025,36581,Prince Preferred Hotels,July 25 Freight revenue in SPS,$305.43 ,
125.5,,A40006 - Delivery Income (New),30-07-2025,36581,Prince Preferred Hotels,July 25 Freight revenue in SPS,,$305.43 
126,A11001 - Accounts Receivable (New),,30-07-2025,38235/5,Hampton Inn Nashville,July 25 Freight revenue in SPS,"$12,630.12 ",
126.5,,A40006 - Delivery Income (New),30-07-2025,38235/5,Hampton Inn Nashville,July 25 Freight revenue in SPS,,"$12,630.12 "
127,A11001 - Accounts Receivable (New),,31-07-2025,35801,Fairfield Townplace East Hartford,July 25 Freight revenue in SPS,"$9,350.00 ",
127.5,,A40006 - Delivery Income (New),31-07-2025,35801,Fairfield Townplace East Hartford,July 25 Freight revenue in SPS,,"$9,350.00 "
128,A11001 - Accounts Receivable (New),,31-07-2025,35805,Fairfield Townplace East Hartford,July 25 Freight revenue in SPS,"$14,435.92 ",
128.5,,A40006 - Delivery Income (New),31-07-2025,35805,Fairfield Townplace East Hartford,July 25 Freight revenue in SPS,,"$14,435.92 "
129,A11001 - Accounts Receivable (New),,31-07-2025,36729,"ELEMENT FORTSMITH, ARKANSAS",July 25 Freight revenue in SPS,$300.86 ,
129.5,,A40006 - Delivery Income (New),31-07-2025,36729,"ELEMENT FORTSMITH, ARKANSAS",July 25 Freight revenue in SPS,,$300.86 
130,A11001 - Accounts Receivable (New),,31-07-2025,37682,Ascent Residence inn Montgomery,July 25 Freight revenue in SPS,"$4,893.44 ",
130.5,,A40006 - Delivery Income (New),31-07-2025,37682,Ascent Residence inn Montgomery,July 25 Freight revenue in SPS,,"$4,893.44 "
131,A11001 - Accounts Receivable (New),,31-07-2025,38362,Ascent Hospitality- Autograph Huntsville,July 25 Freight revenue in SPS,"$34,212.88 ",
131.5,,A40006 - Delivery Income (New),31-07-2025,38362,Ascent Hospitality- Autograph Huntsville,July 25 Freight revenue in SPS,,"$34,212.88 "
132,A11001 - Accounts Receivable (New),,31-07-2025,38384,Auburn Hospitality Group,July 25 Freight revenue in SPS,"$3,921.75 ",
132.5,,A40006 - Delivery Income (New),31-07-2025,38384,Auburn Hospitality Group,July 25 Freight revenue in SPS,,"$3,921.75 "
133,A11001 - Accounts Receivable (New),,31-07-2025,38400,Auburn Hospitality Group,July 25 Freight revenue in SPS,"$10,904.08 ",
133.5,,A40006 - Delivery Income (New),31-07-2025,38400,Auburn Hospitality Group,July 25 Freight revenue in SPS,,"$10,904.08 "
134,A11001 - Accounts Receivable (New),,31-07-2025,38623,Trylon LLC/ RJ Construction LTD,July 25 Freight revenue in SPS,"$10,400.00 ",
134.5,,A40006 - Delivery Income (New),31-07-2025,38623,Trylon LLC/ RJ Construction LTD,July 25 Freight revenue in SPS,,"$10,400.00 "
135,A11001 - Accounts Receivable (New),,01-07-2025,37579/3,Fairfield Townplace East Hartford,July 25 Service revenue in SPS,"$33,690.51 ",
135.5,,A40007 - Service Income (New),01-07-2025,37579/3,Fairfield Townplace East Hartford,July 25 Service revenue in SPS,,"$33,690.51 "
136,A11001 - Accounts Receivable (New),,30-07-2025,36570,Prince Preferred Hotels,July 25 Service revenue in SPS,"$16,950.00 ",
136.5,,A40007 - Service Income (New),30-07-2025,36570,Prince Preferred Hotels,July 25 Service revenue in SPS,,"$16,950.00 "
137,A11001 - Accounts Receivable (New),,30-07-2025,36581,Prince Preferred Hotels,July 25 Service revenue in SPS,"$2,850.00 ",
137.5,,A40007 - Service Income (New),30-07-2025,36581,Prince Preferred Hotels,July 25 Service revenue in SPS,,"$2,850.00 "
138,A11001 - Accounts Receivable (New),,31-07-2025,35760/7,"La Quinta Hawthorn - Miamisburg, OH",July 25 Service revenue in SPS,"$5,492.40 ",
138.5,,A40007 - Service Income (New),31-07-2025,35760/7,"La Quinta Hawthorn - Miamisburg, OH",July 25 Service revenue in SPS,,"$5,492.40 "
139,A11001 - Accounts Receivable (New),,31-07-2025,36729,"ELEMENT FORTSMITH, ARKANSAS",July 25 Service revenue in SPS,"$8,600.00 ",
139.5,,A40007 - Service Income (New),31-07-2025,36729,"ELEMENT FORTSMITH, ARKANSAS",July 25 Service revenue in SPS,,"$8,600.00 "
