External ID,No,Account#,Account ID,Account #,Date,Entity,Entity ID,Invoice #,Memo,Debit Amt,Credit Amt,
AUGCOGS-24JS122401,1074.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JS122401,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,39,
AUGCOGS-24JS111903,1075,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JS111903,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",104,,
AUGCOGS-24JS111903,1075.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JS111903,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,104,
AUGCOGS-24BL112302,1076,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24BL112302,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",113,,
AUGCOGS-24BL112302,1076.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24BL112302,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,113,
AUGCOGS-24JSF11047,1077,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JSF11047,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",648.76,,
AUGCOGS-24JSF11047,1077.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JSF11047,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,648.76,
AUGCOGS-24BL113001,1078,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24BL113001,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",38,,
AUGCOGS-24BL113001,1078.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24BL113001,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,38,
AUGCOGS-20250263,1079,A51001 - Freight - Out - Expense (New),981,,08-06-2025,An Cuong Wood-Working,1542,20250263,An Cuong Wood-Working - Aug  material cost transferred from sps,650,,
AUGCOGS-20250263,1079.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,An Cuong Wood-Working,1542,20250263,An Cuong Wood-Working - Aug  material cost transferred from sps,,650,
AUGCOGS-24JS121801,1080,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JS121801,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",268,,
AUGCOGS-24JS121801,1080.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JS121801,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,268,
AUGCOGS-SR382-2P1,1081,A51001 - Freight - Out - Expense (New),981,,08-06-2025,Richwood Hospitality Co. LTD,1285,SR382-2P1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,648,,
AUGCOGS-SR382-2P1,1081.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,Richwood Hospitality Co. LTD,1285,SR382-2P1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,648,
AUGCOGS-24JS120206,1082,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JS120206,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",78,,
AUGCOGS-24JS120206,1082.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JS120206,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,78,
AUGCOGS-24BL120203,1083,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24BL120203,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",111,,
AUGCOGS-24BL120203,1083.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24BL120203,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,111,
AUGCOGS-24JS120203,1084,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JS120203,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",203,,
AUGCOGS-24JS120203,1084.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JS120203,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,203,
AUGCOGS-24JSF12102,1085,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JSF12102,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",93,,
AUGCOGS-24JSF12102,1085.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JSF12102,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,93,
AUGCOGS-24RT120601,1086,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24RT120601,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",78,,
AUGCOGS-24RT120601,1086.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24RT120601,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,78,
AUGCOGS-24JS120406,1087,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JS120406,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",78,,
AUGCOGS-24JS120406,1087.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JS120406,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,78,
AUGCOGS-SR411-12P1,1088,A51001 - Freight - Out - Expense (New),981,,08-06-2025,Richwood Hospitality Co. LTD,1285,SR411-12P1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,110,,
AUGCOGS-SR411-12P1,1088.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,Richwood Hospitality Co. LTD,1285,SR411-12P1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,110,
AUGCOGS-25JSF01047,1089,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,25JSF01047,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",93,,
AUGCOGS-25JSF01047,1089.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,25JSF01047,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,93,
AUGCOGS-SR350-11,1090,A51001 - Freight - Out - Expense (New),981,,08-06-2025,Richwood Hospitality Co. LTD,1285,SR350-11,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,110,,
AUGCOGS-SR350-11,1090.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,Richwood Hospitality Co. LTD,1285,SR350-11,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,110,
AUGCOGS-24JS121106,1091,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JS121106,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",78,,
AUGCOGS-24JS121106,1091.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JS121106,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,78,
AUGCOGS-24JS121101,1092,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JS121101,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",78,,
AUGCOGS-24JS121101,1092.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JS121101,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,78,
AUGCOGS-24JSF12025,1093,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JSF12025,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",324.38,,
AUGCOGS-24JSF12025,1093.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JSF12025,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,324.38,
AUGCOGS-SR411-7,1094,A51001 - Freight - Out - Expense (New),981,,08-06-2025,Richwood Hospitality Co. LTD,1285,SR411-7,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,105,,
AUGCOGS-SR411-7,1094.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,Richwood Hospitality Co. LTD,1285,SR411-7,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,105,
AUGCOGS-SR407-12,1095,A51001 - Freight - Out - Expense (New),981,,08-06-2025,Richwood Hospitality Co. LTD,1285,SR407-12,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,219,,
AUGCOGS-SR407-12,1095.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,Richwood Hospitality Co. LTD,1285,SR407-12,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,219,
AUGCOGS-24RT122701,1096,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24RT122701,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",78,,
AUGCOGS-24RT122701,1096.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24RT122701,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,78,
AUGCOGS-SR419-1,1097,A51001 - Freight - Out - Expense (New),981,,08-06-2025,Richwood Hospitality Co. LTD,1285,SR419-1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,500,,
AUGCOGS-SR419-1,1097.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,Richwood Hospitality Co. LTD,1285,SR419-1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,500,
AUGCOGS-25JSF01006,1098,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,25JSF01006,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",850,,
AUGCOGS-25JSF01006,1098.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,25JSF01006,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,850,
AUGCOGS-7266/VE,1099,A51001 - Freight - Out - Expense (New),981,,08-06-2025,MIRAGE GRANITO CERAMICO USA INC,1956,7266/VE,MIRAGE GRANITO CERAMICO USA INC - Aug  material cost transferred from sps,4924,,
AUGCOGS-7266/VE,1099.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,MIRAGE GRANITO CERAMICO USA INC,1956,7266/VE,MIRAGE GRANITO CERAMICO USA INC - Aug  material cost transferred from sps,,4924,
AUGCOGS-SR407-12-1,1100,A51001 - Freight - Out - Expense (New),981,,08-06-2025,Richwood Hospitality Co. LTD,1285,SR407-12-1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,500,,
AUGCOGS-SR407-12-1,1100.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,Richwood Hospitality Co. LTD,1285,SR407-12-1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,500,
AUGCOGS-24JSF12030,1101,A51001 - Freight - Out - Expense (New),981,,08-06-2025,"Jasfer Industry Co., Limited",137,24JSF12030,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",313.5,,
AUGCOGS-24JSF12030,1101.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,"Jasfer Industry Co., Limited",137,24JSF12030,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,313.5,
AUGCOGS-SR407-15,1102,A51001 - Freight - Out - Expense (New),981,,08-06-2025,Richwood Hospitality Co. LTD,1285,SR407-15,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,109,,
AUGCOGS-SR407-15,1102.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,Richwood Hospitality Co. LTD,1285,SR407-15,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,109,
AUGCOGS-10039/VE,1103,A51001 - Freight - Out - Expense (New),981,,08-06-2025,Atlas Concorde,1232,10039/VE,Atlas Concorde - Aug  material cost transferred from sps,3537,,
AUGCOGS-10039/VE,1103.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-06-2025,Atlas Concorde,1232,10039/VE,Atlas Concorde - Aug  material cost transferred from sps,,3537,
"AUGCOGS-SR173-5C, 5V, 5K, SR350",1104,A51001 - Freight - Out - Expense (New),981,,08-07-2025,Unite Oak International Inc,258,"SR173-5C, 5V, 5K, SR350",Unite Oak International Inc - Aug  material cost transferred from sps,1380,,
"AUGCOGS-SR173-5C, 5V, 5K, SR350",1104.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,Unite Oak International Inc,258,"SR173-5C, 5V, 5K, SR350",Unite Oak International Inc - Aug  material cost transferred from sps,,1380,
AUGCOGS-23JSF10033,1105,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,23JSF10033,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",299.7,,
AUGCOGS-23JSF10033,1105.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,23JSF10033,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,299.7,
AUGCOGS-22532306-E,1106,A51001 - Freight - Out - Expense (New),981,,08-07-2025,Fama Sofas S.L.U,1248,22532306-E,Fama Sofas S.L.U - Aug  material cost transferred from sps,3998.86,,
AUGCOGS-22532306-E,1106.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,Fama Sofas S.L.U,1248,22532306-E,Fama Sofas S.L.U - Aug  material cost transferred from sps,,3998.86,
AUGCOGS-24JSF07018,1107,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,24JSF07018,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",700.89,,
AUGCOGS-24JSF07018,1107.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,24JSF07018,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,700.89,
AUGCOGS-24JSF11037,1108,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,24JSF11037,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",251.7,,
AUGCOGS-24JSF11037,1108.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,24JSF11037,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,251.7,
AUGCOGS-20250275,1109,A51001 - Freight - Out - Expense (New),981,,08-07-2025,An Cuong Wood-Working,1542,20250275,An Cuong Wood-Working - Aug  material cost transferred from sps,650,,
AUGCOGS-20250275,1109.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,An Cuong Wood-Working,1542,20250275,An Cuong Wood-Working - Aug  material cost transferred from sps,,650,
AUGCOGS-24JSF12005,1110,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,24JSF12005,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",251.7,,
AUGCOGS-24JSF12005,1110.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,24JSF12005,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,251.7,
AUGCOGS-24JSF07070,1111,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,24JSF07070,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",251.7,,
AUGCOGS-24JSF07070,1111.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,24JSF07070,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,251.7,
AUGCOGS-GV2024106-A-Balance-2,1112,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2024106-A-Balance-2,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",108,,
AUGCOGS-GV2024106-A-Balance-2,1112.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2024106-A-Balance-2,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",,108,
AUGCOGS-24JSF12058,1113,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,24JSF12058,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",503.75,,
AUGCOGS-24JSF12058,1113.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,24JSF12058,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,503.75,
AUGCOGS-25JSF01028,1114,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,25JSF01028,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",251.7,,
AUGCOGS-25JSF01028,1114.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,25JSF01028,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,251.7,
"AUGCOGS-SR173-5.cntr1,SR273-36P4",1115,A51001 - Freight - Out - Expense (New),981,,08-07-2025,Richwood Hospitality Co. LTD,1285,"SR173-5.cntr1,SR273-36P4",Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,730,,
"AUGCOGS-SR173-5.cntr1,SR273-36P4",1115.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,Richwood Hospitality Co. LTD,1285,"SR173-5.cntr1,SR273-36P4",Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,730,
AUGCOGS-GV2025008-B,1116,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025008-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",108,,
AUGCOGS-GV2025008-B,1116.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025008-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",,108,
AUGCOGS-25JSF02044,1117,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,25JSF02044,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",650,,
AUGCOGS-25JSF02044,1117.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,25JSF02044,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,650,
AUGCOGS-16430/VE,1118,A51001 - Freight - Out - Expense (New),981,,08-07-2025,Atlas Concorde,1232,16430/VE,Atlas Concorde - Aug  material cost transferred from sps,7280.92,,
AUGCOGS-16430/VE,1118.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,Atlas Concorde,1232,16430/VE,Atlas Concorde - Aug  material cost transferred from sps,,7280.92,
AUGCOGS-25JSF02019,1119,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,25JSF02019,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",251.7,,
AUGCOGS-25JSF02019,1119.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,25JSF02019,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,251.7,
AUGCOGS-12285/VE,1120,A51001 - Freight - Out - Expense (New),981,,08-07-2025,Atlas Concorde,1232,12285/VE,Atlas Concorde - Aug  material cost transferred from sps,4657,,
AUGCOGS-12285/VE,1120.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,Atlas Concorde,1232,12285/VE,Atlas Concorde - Aug  material cost transferred from sps,,4657,
AUGCOGS-GV2025009-B,1121,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025009-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",108,,
AUGCOGS-GV2025009-B,1121.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025009-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",,108,
AUGCOGS-GV2025007-B,1122,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025007-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",108,,
AUGCOGS-GV2025007-B,1122.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025007-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",,108,
AUGCOGS-25JSF02020,1123,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Jasfer Industry Co., Limited",137,25JSF02020,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",251.7,,
AUGCOGS-25JSF02020,1123.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Jasfer Industry Co., Limited",137,25JSF02020,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,251.7,
AUGCOGS-GV2025011-B,1124,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025011-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",109,,
AUGCOGS-GV2025011-B,1124.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025011-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",,109,
AUGCOGS-GV2025010-B,1125,A51001 - Freight - Out - Expense (New),981,,08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025010-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",109,,
AUGCOGS-GV2025010-B,1125.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-07-2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025010-B,"Xiamen Deyuan Panmin Trading Co., LTD - Aug  material cost transferred from sps",,109,
AUGCOGS-24BL120508,1126,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24BL120508,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",240,,
AUGCOGS-24BL120508,1126.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24BL120508,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,240,
AUGCOGS-SR173-3P3,1127,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Richwood Hospitality Co. LTD,1285,SR173-3P3,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,81,,
AUGCOGS-SR173-3P3,1127.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Richwood Hospitality Co. LTD,1285,SR173-3P3,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,81,
AUGCOGS-9,1128,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Pantarei S.R.L,1280,9,Pantarei S.R.L - Aug  material cost transferred from sps,739,,
AUGCOGS-9,1128.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Pantarei S.R.L,1280,9,Pantarei S.R.L - Aug  material cost transferred from sps,,739,
AUGCOGS-22531839-E,1129,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Fama Sofas S.L.U,1248,22531839-E,Fama Sofas S.L.U - Aug  material cost transferred from sps,4046,,
AUGCOGS-22531839-E,1129.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Fama Sofas S.L.U,1248,22531839-E,Fama Sofas S.L.U - Aug  material cost transferred from sps,,4046,
AUGCOGS-E/201,1130,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Natucer Ceramica Natural,1276,E/201,Natucer Ceramica Natural - Aug  material cost transferred from sps,17667.16,,
AUGCOGS-E/201,1130.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Natucer Ceramica Natural,1276,E/201,Natucer Ceramica Natural - Aug  material cost transferred from sps,,17667.16,
AUGCOGS-24BL111011,1131,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24BL111011,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",74,,
AUGCOGS-24BL111011,1131.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24BL111011,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,74,
AUGCOGS-24JS102504,1132,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24JS102504,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",26,,
AUGCOGS-24JS102504,1132.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24JS102504,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,26,
AUGCOGS-2025-FE-0000031,1133,A51001 - Freight - Out - Expense (New),981,,08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000031,GIBAM SHOPS SPA - Aug  material cost transferred from sps,737,,
AUGCOGS-2025-FE-0000031,1133.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000031,GIBAM SHOPS SPA - Aug  material cost transferred from sps,,737,
AUGCOGS-SR411-8P3,1134,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Richwood Hospitality Co. LTD,1285,SR411-8P3,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,96,,
AUGCOGS-SR411-8P3,1134.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Richwood Hospitality Co. LTD,1285,SR411-8P3,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,96,
AUGCOGS-24JS110803,1135,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24JS110803,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",340,,
AUGCOGS-24JS110803,1135.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24JS110803,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,340,
AUGCOGS-24BL123003,1136,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24BL123003,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",52,,
AUGCOGS-24BL123003,1136.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24BL123003,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,52,
