External ID,Item,Item ID,Party Name,vendor ID,Invoice #,OLD,length,Invoice Date,New date,Balance Due,Memo,Subsidiary Id,Account,BIN,BIN ID,LOCATION,serial/lot number
OPENVENBILL_30123,cogs,40391,Koby Singletary,1944,BILL_30123,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10861
OPENVENBILL_30124,cogs,40391,Koby Singletary,1944,BILL_30124,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10862
OPENVENBILL_30125,cogs,40391,Koby Singletary,1944,BILL_30125,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10863
OPENVENBILL_30126,cogs,40391,Koby Singletary,1944,BILL_30126,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10864
OPENVENBILL_30127,cogs,40391,Koby Singletary,1944,BILL_30127,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10865
OPENVENBILL_30128,cogs,40391,Koby Singletary,1944,BILL_30128,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10866
OPENVENBILL_30129,cogs,40391,Koby Singletary,1944,BILL_30129,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10867
OPENVENBILL_30130,cogs,40391,Koby Singletary,1944,BILL_30130,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10868
OPENVENBILL_30131,cogs,40391,Koby Singletary,1944,BILL_30131,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10869
OPENVENBILL_30132,cogs,40391,Koby Singletary,1944,BILL_30132,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10870
OPENVENBILL_30133,cogs,40391,Koby Singletary,1944,BILL_30133,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10871
OPENVENBILL_30134,cogs,40391,Koby Singletary,1944,BILL_30134,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10872
OPENVENBILL_30135,cogs,40391,Koby Singletary,1944,BILL_30135,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10873
OPENVENBILL_30136,cogs,40391,Koby Singletary,1944,BILL_30136,SZPECY797601,12,02-24-2025,2/24/2025,22.00,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10874
OPENVENBILL_30137,cogs,40391,Koby Singletary,1944,BILL_30137,SZPM04241100,12,02-24-2025,2/24/2025,3.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10875
OPENVENBILL_30138,cogs,40391,Koby Singletary,1944,BILL_30138,SZPM04241100,12,02-24-2025,2/24/2025,3.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10876
OPENVENBILL_30139,cogs,40391,Koby Singletary,1944,BILL_30139,SZPM04241100,12,02-24-2025,2/24/2025,5.44,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10877
OPENVENBILL_30140,cogs,40391,Koby Singletary,1944,BILL_30140,SZPM04241100,12,02-24-2025,2/24/2025,5.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10878
OPENVENBILL_30141,cogs,40391,Koby Singletary,1944,BILL_30141,SZPM04241100,12,02-24-2025,2/24/2025,3.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10879
OPENVENBILL_30142,cogs,40391,Koby Singletary,1944,BILL_30142,SZPM04241100,12,02-24-2025,2/24/2025,4.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10880
OPENVENBILL_30143,cogs,40391,Koby Singletary,1944,BILL_30143,SZPM04241100,12,02-24-2025,2/24/2025,3.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10881
OPENVENBILL_30144,cogs,40391,Koby Singletary,1944,BILL_30144,SZPM04241100,12,02-24-2025,2/24/2025,3.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10882
OPENVENBILL_30145,cogs,40391,Koby Singletary,1944,BILL_30145,SZPM04241100,12,02-24-2025,2/24/2025,5.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10883
OPENVENBILL_30146,cogs,40391,Koby Singletary,1944,BILL_30146,SZPM04241100,12,02-24-2025,2/24/2025,4.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10884
OPENVENBILL_30147,cogs,40391,Koby Singletary,1944,BILL_30147,SZPM04241100,12,02-24-2025,2/24/2025,3.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10885
OPENVENBILL_30148,cogs,40391,Koby Singletary,1944,BILL_30148,SZPM04241100,12,02-24-2025,2/24/2025,5.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10886
OPENVENBILL_30149,cogs,40391,Koby Singletary,1944,BILL_30149,SZPM04241100,12,02-24-2025,2/24/2025,3.00,SZPM04241100 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10887
OPENVENBILL_30150,cogs,40391,Koby Singletary,1944,BILL_30150,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10888
OPENVENBILL_30151,cogs,40391,Koby Singletary,1944,BILL_30151,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10889
OPENVENBILL_30152,cogs,40391,Koby Singletary,1944,BILL_30152,SZPM58410300,12,02-24-2025,2/24/2025,8.88,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10890
OPENVENBILL_30153,cogs,40391,Koby Singletary,1944,BILL_30153,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10891
OPENVENBILL_30154,cogs,40391,Koby Singletary,1944,BILL_30154,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10892
OPENVENBILL_30155,cogs,40391,Koby Singletary,1944,BILL_30155,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10893
OPENVENBILL_30156,cogs,40391,Koby Singletary,1944,BILL_30156,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10894
OPENVENBILL_30157,cogs,40391,Koby Singletary,1944,BILL_30157,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10895
OPENVENBILL_30158,cogs,40391,Koby Singletary,1944,BILL_30158,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10896
OPENVENBILL_30159,cogs,40391,Koby Singletary,1944,BILL_30159,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10897
OPENVENBILL_30160,cogs,40391,Koby Singletary,1944,BILL_30160,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10898
OPENVENBILL_30161,cogs,40391,Koby Singletary,1944,BILL_30161,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10899
OPENVENBILL_30162,cogs,40391,Koby Singletary,1944,BILL_30162,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10900
OPENVENBILL_30163,cogs,40391,Koby Singletary,1944,BILL_30163,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10901
OPENVENBILL_30164,cogs,40391,Koby Singletary,1944,BILL_30164,SZPM58410300,12,02-24-2025,2/24/2025,6.00,SZPM58410300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10902
OPENVENBILL_30165,cogs,40391,Koby Singletary,1944,BILL_30165,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10903
OPENVENBILL_30166,cogs,40391,Koby Singletary,1944,BILL_30166,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10904
OPENVENBILL_30167,cogs,40391,Koby Singletary,1944,BILL_30167,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10905
OPENVENBILL_30168,cogs,40391,Koby Singletary,1944,BILL_30168,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10906
OPENVENBILL_30169,cogs,40391,Koby Singletary,1944,BILL_30169,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10907
OPENVENBILL_30170,cogs,40391,Koby Singletary,1944,BILL_30170,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10908
OPENVENBILL_30171,cogs,40391,Koby Singletary,1944,BILL_30171,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10909
OPENVENBILL_30172,cogs,40391,Koby Singletary,1944,BILL_30172,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10910
OPENVENBILL_30173,cogs,40391,Koby Singletary,1944,BILL_30173,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10911
OPENVENBILL_30174,cogs,40391,Koby Singletary,1944,BILL_30174,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10912
OPENVENBILL_30175,cogs,40391,Koby Singletary,1944,BILL_30175,SZPM73195300,12,02-24-2025,2/24/2025,25.08,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10913
OPENVENBILL_30176,cogs,40391,Koby Singletary,1944,BILL_30176,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10914
OPENVENBILL_30177,cogs,40391,Koby Singletary,1944,BILL_30177,SZPM73195300,12,02-24-2025,2/24/2025,25.00,SZPM73195300 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10915
OPENVENBILL_30178,cogs,40391,Luis Hernandez,1584,BILL_30178,###########################,27,05-29-2025,5/29/2025,3365.00,########################### - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10923
OPENVENBILL_30179,cogs,40391,Luis Hernandez,1584,BILL_30179,###########################,27,05-29-2025,5/29/2025,100.00,########################### - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10924
OPENVENBILL_30180,cogs,40391,Marvelous Surfaces,163,BILL_30180,Projects-2024,13,12-23-2024,12/23/2024,178.00,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10927
OPENVENBILL_30181,cogs,40391,Marvelous Surfaces,163,BILL_30181,Projects-2024,13,12-23-2024,12/23/2024,6808.00,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10928
OPENVENBILL_30182,cogs,40391,Marvelous Surfaces,163,BILL_30182,Projects-2024,13,12-23-2024,12/23/2024,178.00,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10929
OPENVENBILL_30183,cogs,40391,Marvelous Surfaces,163,BILL_30183,Projects-2024,13,12-23-2024,12/23/2024,395.50,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10930
OPENVENBILL_30184,cogs,40391,Marvelous Surfaces,163,BILL_30184,Projects-2024,13,12-23-2024,12/23/2024,1550.25,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10931
OPENVENBILL_30185,cogs,40391,Marvelous Surfaces,163,BILL_30185,Projects-2024,13,12-23-2024,12/23/2024,232.50,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10932
OPENVENBILL_30186,cogs,40391,Marvelous Surfaces,163,BILL_30186,Projects-2024,13,12-23-2024,12/23/2024,155.00,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10933
OPENVENBILL_30187,cogs,40391,Marvelous Surfaces,163,BILL_30187,Projects-2024,13,12-23-2024,12/23/2024,155.00,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10934
OPENVENBILL_30188,cogs,40391,Marvelous Surfaces,163,BILL_30188,Projects-2024,13,12-23-2024,12/23/2024,1642.07,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10935
OPENVENBILL_30189,cogs,40391,Marvelous Surfaces,163,BILL_30189,Projects-2024,13,12-23-2024,12/23/2024,232.50,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10936
OPENVENBILL_30190,cogs,40391,Marvelous Surfaces,163,BILL_30190,Projects-2024,13,12-23-2024,12/23/2024,124.00,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10937
OPENVENBILL_30191,cogs,40391,Marvelous Surfaces,163,BILL_30191,Projects-2024,13,12-23-2024,12/23/2024,7030.00,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10938
OPENVENBILL_30192,cogs,40391,Marvelous Surfaces,163,BILL_30192,Projects-2024,13,12-23-2024,12/23/2024,186.00,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10939
OPENVENBILL_30193,cogs,40391,Marvelous Surfaces,163,BILL_30193,Projects-2024,13,12-23-2024,12/23/2024,162.50,Projects-2024 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10940
OPENVENBILL_30194,cogs,40391,MASOMEX GLOBAL,1266,BILL_30194,20240217,8,02-17-2024,2/17/2024,602.00,20240217 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10941
OPENVENBILL_30195,cogs,40391,MASOMEX GLOBAL,1266,BILL_30195,20240217,8,02-17-2024,2/17/2024,111.90,20240217 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10942
OPENVENBILL_30196,cogs,40391,MASOMEX GLOBAL,1266,BILL_30196,MMG/2024-25/10,14,01-01-2025,01/01/2025,36.00,MMG/2024-25/10 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10943
OPENVENBILL_30197,cogs,40391,MASOMEX GLOBAL,1266,BILL_30197,MMG/2024-25/10,14,01-01-2025,01/01/2025,48.15,MMG/2024-25/10 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10944
OPENVENBILL_30198,cogs,40391,MASOMEX GLOBAL,1266,BILL_30198,MMG/2024-25/10,14,01-01-2025,01/01/2025,56.45,MMG/2024-25/10 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10945
OPENVENBILL_30199,cogs,40391,"MileStone Florim USA, Inc.",1962,BILL_30199,20250630,8,06-30-2025,6/30/2025,3008.32,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10960
OPENVENBILL_30200,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30200,25336/VE,8,08-01-2024,08/01/2024,1092.61,25336/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10964
OPENVENBILL_30201,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30201,25336/VE,8,08-01-2024,08/01/2024,1697.58,25336/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10965
OPENVENBILL_30202,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30202,48449/VE,8,12-04-2024,12/04/2024,1174.08,48449/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10967
OPENVENBILL_30203,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30203,48449/VE,8,12-04-2024,12/04/2024,3769.29,48449/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10968
OPENVENBILL_30204,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30204,48449/VE,8,12-04-2024,12/04/2024,5333.33,48449/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10969
OPENVENBILL_30205,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30205,266/VE,6,01-08-2025,01/08/2025,346.32,266/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10970
OPENVENBILL_30206,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30206,266/VE,6,01-08-2025,01/08/2025,6350.40,266/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10971
OPENVENBILL_30207,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30207,266/VE,6,01-08-2025,01/08/2025,371.07,266/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10972
OPENVENBILL_30208,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30208,266/VE,6,01-08-2025,01/08/2025,6649.38,266/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10973
OPENVENBILL_30209,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30209,1200/VE,7,01-14-2025,1/14/2025,2627.34,1200/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10974
OPENVENBILL_30210,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30210,1200/VE,7,01-14-2025,1/14/2025,9132.48,1200/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10975
OPENVENBILL_30211,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30211,1200/VE,7,01-14-2025,1/14/2025,3529.98,1200/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10976
OPENVENBILL_30212,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30212,1200/VE,7,01-14-2025,1/14/2025,4233.60,1200/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10977
OPENVENBILL_30213,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30213,7130/VE,7,02-21-2025,2/21/2025,15762.60,7130/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10979
OPENVENBILL_30214,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30214,7130/VE,7,02-21-2025,2/21/2025,1247.40,7130/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10980
OPENVENBILL_30215,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30215,15341/VE,8,04-10-2025,04/10/2025,3175.20,15341/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10984
OPENVENBILL_30216,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30216,15341/VE,8,04-10-2025,04/10/2025,9525.60,15341/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10985
OPENVENBILL_30217,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30217,15341/VE,8,04-10-2025,04/10/2025,636.85,15341/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10986
OPENVENBILL_30218,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30218,21576/VE,8,05-19-2025,5/19/2025,3880.80,21576/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10989
OPENVENBILL_30219,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30219,21576/VE,8,05-19-2025,5/19/2025,2646.00,21576/VE - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10990
OPENVENBILL_30220,cogs,40391,MIRAGE GRANITO CERAMICO USA INC,1956,BILL_30220,20250630,8,06-30-2025,6/30/2025,456.50,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10994
OPENVENBILL_30221,cogs,40391,Pantarei S.R.L,1280,BILL_30221,4,1,01-23-2024,1/23/2024,893.72,4 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11038
OPENVENBILL_30222,cogs,40391,Pantarei S.R.L,1280,BILL_30222,4,1,01-23-2024,1/23/2024,1129.95,4 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11039
OPENVENBILL_30223,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30223,GV047,5,01-22-2025,1/22/2025,17.04,GV047 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11102
OPENVENBILL_30224,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30224,GV047,5,01-22-2025,1/22/2025,60.00,GV047 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11103
OPENVENBILL_30225,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30225,SR151-9,7,01-22-2025,1/22/2025,4348.37,SR151-9 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11104
OPENVENBILL_30226,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30226,SR151-9,7,01-22-2025,1/22/2025,726.00,SR151-9 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11105
OPENVENBILL_30227,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30227,SR307-2,7,05-12-2025,05/12/2025,1554.00,SR307-2 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11184
OPENVENBILL_30228,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30228,SR307-2,7,05-12-2025,05/12/2025,965.00,SR307-2 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11185
OPENVENBILL_30229,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30229,SR307-2,7,05-12-2025,05/12/2025,1794.00,SR307-2 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11186
OPENVENBILL_30230,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30230,SR307-2,7,05-12-2025,05/12/2025,6187.00,SR307-2 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11187
OPENVENBILL_30231,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30231,SR173-5K,8,05-18-2025,5/18/2025,2600.00,SR173-5K - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11192
OPENVENBILL_30232,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30232,SR173-5K,8,05-18-2025,5/18/2025,2600.00,SR173-5K - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11193
OPENVENBILL_30233,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30233,SR173-5K,8,05-18-2025,5/18/2025,2600.00,SR173-5K - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11194
OPENVENBILL_30234,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30234,SR173-5K,8,05-18-2025,5/18/2025,2600.00,SR173-5K - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11195
OPENVENBILL_30235,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30235,SR273-52,8,05-28-2025,5/28/2025,5334.22,SR273-52 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11206
OPENVENBILL_30236,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30236,SR273-52,8,05-30-2025,5/30/2025,7201.53,SR273-52 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11208
OPENVENBILL_30237,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30237,SR273-52,8,05-30-2025,5/30/2025,13971.54,SR273-52 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11209
OPENVENBILL_30238,cogs,40391,Richwood Hospitality Co. LTD,1285,BILL_30238,20250630,8,06-30-2025,6/30/2025,6669.00,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11223
OPENVENBILL_30239,cogs,40391,"Sponge Cushion, Inc.",1541,BILL_30239,20250630,8,06-30-2025,6/30/2025,1497.60,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11242
OPENVENBILL_30240,cogs,40391,TransCeramica-4042,1290,BILL_30240,20250630,8,06-30-2025,6/30/2025,3756.61,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11258
OPENVENBILL_30241,cogs,40391,Wall&deco s.r.l,2362,BILL_30241,20250630,8,06-30-2025,6/30/2025,2505.11,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11278
OPENVENBILL_30242,cogs,40391,ZBOM Cabinets Corp.,1297,BILL_30242,ZB202410026USA,14,06-30-2025,6/30/2025,19481.94,ZB202410026USA - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11314
OPENVENBILL_30243,cogs,40391,ZBOM Cabinets Corp.,1297,BILL_30243,ZB202410026USA,14,06-30-2025,6/30/2025,8605.98,ZB202410026USA - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11315
OPENVENBILL_30244,cogs,40391,"AGM Tools, Inc.",42,BILL_30244,20250630,8,06-30-2025,6/30/2025,391.50,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11316
OPENVENBILL_30245,cogs,40391,Aluguard,48,BILL_30245,KV20230920P01,13,02-14-2024,2/14/2024,3350.88,KV20230920P01 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11317
OPENVENBILL_30246,cogs,40391,Aluguard,48,BILL_30246,KV20230920P01,13,07-29-2024,7/29/2024,21942.74,KV20230920P01 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,11318
